gt all test,,,,od all test,,,,,,SS all test,,,,,,w_merge,,,,,,AUC MERGE,,,,
,cov_grid,cov_pix,,,cov_grid,cov_pix,diff,abs_diff,,,cov_grid,cov_pix,diff,abs_diff,,,cov_grid,cov_pix,diff,abs_diff,,,cov_grid,cov_pix,diff,abs_diff
hali_web_3_gt,54.53367233,54.53367233,,hali_web_3_cov,34.12132263,34.12132263,-20.4123497,20.4123497,,hali_web_3_grey,65.10858536,65.10858536,10.57491303,10.57491303,,hali_web_3_cov,64.84088898,64.84088898,10.30721665,10.30721665,,hali_web_3_grey,65.60659409,65.60659409,11.07292176,11.07292176
halimeda_103_cov,3.481292725,3.481292725,,halimeda_103_cov,2.97870636,2.97870636,-0.502586365,0.502586365,,halimeda_103_grey,20.22733688,20.22733688,16.74604416,16.74604416,,halimeda_103_cov,11.85369492,11.85369492,8.372402191,8.372402191,,halimeda_103_grey,4.375839233,4.375839233,0.894546508,0.894546508
halimeda_104_cov,4.923534393,4.923534393,,halimeda_104_cov,5.910396576,5.910396576,0.986862183,0.986862183,,halimeda_104_grey,27.42261887,27.42261887,22.49908448,22.49908448,,halimeda_104_cov,20.31641006,20.31641006,15.39287567,15.39287567,,halimeda_104_grey,8.365631104,8.365631104,3.442096711,3.442096711
halimeda_107_cov,5.638027191,5.638027191,,halimeda_107_cov,6.79731369,6.79731369,1.159286499,1.159286499,,halimeda_107_grey,7.02419281,7.02419281,1.386165619,1.386165619,,halimeda_107_cov,8.422756195,8.422756195,2.784729004,2.784729004,,halimeda_107_grey,8.157920837,8.157920837,2.519893646,2.519893646
halimeda_113_cov,5.464553833,5.464553833,,halimeda_113_cov,8.598613739,8.598613739,3.134059906,3.134059906,,halimeda_113_grey,26.88808441,26.88808441,21.42353058,21.42353058,,halimeda_113_cov,24.47519302,24.47519302,19.01063919,19.01063919,,halimeda_113_grey,24.56798553,24.56798553,19.1034317,19.1034317
halimeda_115_cov,7.689857483,7.689857483,,halimeda_115_cov,7.771492004,7.771492004,0.081634521,0.081634521,,halimeda_115_grey,42.15631485,42.15631485,34.46645737,34.46645737,,halimeda_115_cov,31.67352676,31.67352676,23.98366928,23.98366928,,halimeda_115_grey,39.13841248,39.13841248,31.448555,31.448555
halimeda_125_cov,49.47147369,49.47147369,,halimeda_125_cov,4.935073853,4.935073853,-44.53639984,44.53639984,,halimeda_125_grey,37.90407181,37.90407181,-11.56740188,11.56740188,,halimeda_125_cov,57.82108307,57.82108307,8.349609379,8.349609379,,halimeda_125_grey,38.98792267,38.98792267,-10.48355102,10.48355102
halimeda_139_cov,1.800823212,1.800823212,,halimeda_139_cov,1.927661896,1.927661896,0.126838684,0.126838684,,halimeda_139_grey,71.74158096,71.74158096,69.94075775,69.94075775,,halimeda_139_cov,65.51809311,65.51809311,63.7172699,63.7172699,,halimeda_139_grey,1.937007904,1.937007904,0.136184692,0.136184692
halimeda_140_cov,0.594806671,0.594806671,,halimeda_140_cov,0.664520264,0.664520264,0.069713593,0.069713593,,halimeda_140_grey,55.90314865,55.90314865,55.30834198,55.30834198,,halimeda_140_cov,50.05607605,50.05607605,49.46126938,49.46126938,,halimeda_140_grey,0.777816772,0.777816772,0.183010101,0.183010101
halimeda_154_cov,0.808811188,0.808811188,,halimeda_154_cov,0.998401642,0.998401642,0.189590454,0.189590454,,halimeda_154_grey,4.594039917,4.594039917,3.785228729,3.785228729,,halimeda_154_cov,3.000545502,3.000545502,2.191734314,2.191734314,,halimeda_154_grey,1.460647583,1.460647583,0.651836395,0.651836395
halimeda_174_cov,4.295349121,4.295349121,,halimeda_174_cov,4.447841644,4.447841644,0.152492523,0.152492523,,halimeda_174_grey,7.302761078,7.302761078,3.007411957,3.007411957,,halimeda_174_cov,6.604862213,6.604862213,2.309513092,2.309513092,,halimeda_174_grey,6.063270569,6.063270569,1.767921448,1.767921448
halimeda_177_cov,4.150772095,4.150772095,,halimeda_177_cov,4.947185516,4.947185516,0.796413421,0.796413421,,halimeda_177_grey,7.574558258,7.574558258,3.423786163,3.423786163,,halimeda_177_cov,7.639884949,7.639884949,3.489112854,3.489112854,,halimeda_177_grey,6.319618225,6.319618225,2.16884613,2.16884613
halimeda_192_cov,1.481819153,1.481819153,,halimeda_192_cov,2.35004425,2.35004425,0.868225097,0.868225097,,halimeda_192_grey,7.717227936,7.717227936,6.235408783,6.235408783,,halimeda_192_cov,6.216144562,6.216144562,4.734325409,4.734325409,,halimeda_192_grey,2.475547791,2.475547791,0.993728638,0.993728638
halimeda_200_cov,0.850486755,0.850486755,,halimeda_200_cov,0.817871094,0.817871094,-0.032615661,0.032615661,,halimeda_200_grey,1.187992096,1.187992096,0.337505341,0.337505341,,halimeda_200_cov,1.227760315,1.227760315,0.37727356,0.37727356,,halimeda_200_grey,1.084041595,1.084041595,0.23355484,0.23355484
halimeda_201_cov,1.196193695,1.196193695,,halimeda_201_cov,1.41248703,1.41248703,0.216293335,0.216293335,,halimeda_201_grey,1.580142975,1.580142975,0.38394928,0.38394928,,halimeda_201_cov,1.529407501,1.529407501,0.333213806,0.333213806,,halimeda_201_grey,1.566791534,1.566791534,0.370597839,0.370597839
halimeda_206_cov,2.48041153,2.48041153,,halimeda_206_cov,2.638626099,2.638626099,0.158214569,0.158214569,,halimeda_206_grey,2.389240265,2.389240265,-0.091171265,0.091171265,,halimeda_206_cov,3.012180328,3.012180328,0.531768798,0.531768798,,halimeda_206_grey,3.158569336,3.158569336,0.678157806,0.678157806
halimeda_20_cov,5.203914642,5.203914642,,halimeda_20_cov,3.818225861,3.818225861,-1.385688781,1.385688781,,halimeda_20_grey,8.068943024,8.068943024,2.865028382,2.865028382,,halimeda_20_cov,7.145214081,7.145214081,1.941299439,1.941299439,,halimeda_20_grey,7.806110382,7.806110382,2.60219574,2.60219574
halimeda_217_cov,3.965187073,3.965187073,,halimeda_217_cov,4.868125916,4.868125916,0.902938843,0.902938843,,halimeda_217_grey,4.869174957,4.869174957,0.903987884,0.903987884,,halimeda_217_cov,5.573177338,5.573177338,1.607990265,1.607990265,,halimeda_217_grey,5.185031891,5.185031891,1.219844818,1.219844818
halimeda_219_cov,2.404880524,2.404880524,,halimeda_219_cov,3.985118866,3.985118866,1.580238342,1.580238342,,halimeda_219_grey,1.860713959,1.860713959,-0.544166565,0.544166565,,halimeda_219_cov,4.178714752,4.178714752,1.773834228,1.773834228,,halimeda_219_grey,4.007148743,4.007148743,1.602268219,1.602268219
halimeda_230_cov,1.651573181,1.651573181,,halimeda_230_cov,3.238010406,3.238010406,1.586437225,1.586437225,,halimeda_230_grey,5.884552002,5.884552002,4.232978821,4.232978821,,halimeda_230_cov,4.575157166,4.575157166,2.923583985,2.923583985,,halimeda_230_grey,3.375816345,3.375816345,1.724243164,1.724243164
halimeda_236_cov,0,0,,halimeda_236_cov,0,0,0,0,,halimeda_236_grey,2.334308624,2.334308624,2.334308624,2.334308624,,halimeda_236_cov,1.220989227,1.220989227,1.220989227,1.220989227,,halimeda_236_grey,0,0,0,0
halimeda_237_cov,0,0,,halimeda_237_cov,0,0,0,0,,halimeda_237_grey,18.81875992,18.81875992,18.81875992,18.81875992,,halimeda_237_cov,10.72149277,10.72149277,10.72149277,10.72149277,,halimeda_237_grey,0,0,0,0
halimeda_238_cov,0,0,,halimeda_238_cov,2.993583679,2.993583679,2.993583679,2.993583679,,halimeda_238_grey,11.48862839,11.48862839,11.48862839,11.48862839,,halimeda_238_cov,8.081626892,8.081626892,8.081626892,8.081626892,,halimeda_238_grey,2.993583679,2.993583679,2.993583679,2.993583679
halimeda_24_cov,4.665565491,4.665565491,,halimeda_24_cov,4.196548462,4.196548462,-0.469017029,0.469017029,,halimeda_24_grey,4.959487915,4.959487915,0.293922424,0.293922424,,halimeda_24_cov,5.250549316,5.250549316,0.584983825,0.584983825,,halimeda_24_grey,4.658222198,4.658222198,-0.007343293,0.007343293
halimeda_252_cov,4.658031464,4.658031464,,halimeda_252_cov,2.144050598,2.144050598,-2.513980866,2.513980866,,halimeda_252_grey,19.75564957,19.75564957,15.09761811,15.09761811,,halimeda_252_cov,16.29953384,16.29953384,11.64150238,11.64150238,,halimeda_252_grey,3.869342804,3.869342804,-0.78868866,0.78868866
halimeda_254_cov,6.451797485,6.451797485,,halimeda_254_cov,8.905887604,8.905887604,2.454090119,2.454090119,,halimeda_254_grey,19.10438538,19.10438538,12.6525879,12.6525879,,halimeda_254_cov,17.69638062,17.69638062,11.24458313,11.24458313,,halimeda_254_grey,10.67848206,10.67848206,4.226684575,4.226684575
halimeda_25_cov,1.037311554,1.037311554,,halimeda_25_cov,0.738716125,0.738716125,-0.298595429,0.298595429,,halimeda_25_grey,1.772022247,1.772022247,0.734710693,0.734710693,,halimeda_25_cov,1.904010773,1.904010773,0.866699219,0.866699219,,halimeda_25_grey,1.075649261,1.075649261,0.038337707,0.038337707
halimeda_264_cov,17.92755127,17.92755127,,halimeda_264_cov,16.05634689,16.05634689,-1.87120438,1.87120438,,halimeda_264_grey,22.93243408,22.93243408,5.00488281,5.00488281,,halimeda_264_cov,26.60942078,26.60942078,8.681869506,8.681869506,,halimeda_264_grey,25.05254745,25.05254745,7.12499618,7.12499618
halimeda_273_cov,4.767131805,4.767131805,,halimeda_273_cov,2.684879303,2.684879303,-2.082252502,2.082252502,,halimeda_273_grey,16.61920547,16.61920547,11.85207367,11.85207367,,halimeda_273_cov,13.11864853,13.11864853,8.351516724,8.351516724,,halimeda_273_grey,2.795696259,2.795696259,-1.971435546,1.971435546
halimeda_277_cov,0,0,,halimeda_277_cov,0,0,0,0,,halimeda_277_grey,2.930831909,2.930831909,2.930831909,2.930831909,,halimeda_277_cov,1.215744019,1.215744019,1.215744019,1.215744019,,halimeda_277_grey,0,0,0,0
halimeda_282_cov,0,0,,halimeda_282_cov,0,0,0,0,,halimeda_282_grey,42.09318161,42.09318161,42.09318161,42.09318161,,halimeda_282_cov,35.01281738,35.01281738,35.01281738,35.01281738,,halimeda_282_grey,0,0,0,0
halimeda_291_cov,0,0,,halimeda_291_cov,0,0,0,0,,halimeda_291_grey,43.79720688,43.79720688,43.79720688,43.79720688,,halimeda_291_cov,40.4914856,40.4914856,40.4914856,40.4914856,,halimeda_291_grey,0,0,0,0
halimeda_31_SS_gt,39.87522125,39.87522125,,halimeda_31_SS_cov,13.46654892,13.46654892,-26.40867233,26.40867233,,halimeda_31_SS_grey,66.50257111,66.50257111,26.62734986,26.62734986,,halimeda_31_SS_cov,56.46467209,56.46467209,16.58945084,16.58945084,,halimeda_31_SS_grey,0.150203705,0.150203705,-39.72501755,39.72501755
halimeda_31_cov,0.130653381,0.130653381,,halimeda_31_cov,0.150203705,0.150203705,0.019550324,0.019550324,,halimeda_31_grey,0.528907776,0.528907776,0.398254395,0.398254395,,halimeda_31_cov,0.269508362,0.269508362,0.138854981,0.138854981,,halimeda_31_grey,13.50755692,13.50755692,13.37690354,13.37690354
halimeda_33_gt,51.08385086,51.08385086,,halimeda_33_cov,21.38023376,21.38023376,-29.7036171,29.7036171,,halimeda_33_grey,44.82603073,44.82603073,-6.25782013,6.25782013,,halimeda_33_cov,44.63539124,44.63539124,-6.448459625,6.448459625,,halimeda_33_grey,44.2155838,44.2155838,-6.86826706,6.86826706
halimeda_3_cov,9.522914886,9.522914886,,halimeda_3_cov,7.701206207,7.701206207,-1.821708679,1.821708679,,halimeda_3_grey,78.83253098,78.83253098,69.30961609,69.30961609,,halimeda_3_cov,71.63534164,71.63534164,62.11242676,62.11242676,,halimeda_3_grey,7.701206207,7.701206207,-1.821708679,1.821708679
halimeda_47_cov,0.81653595,0.81653595,,halimeda_47_cov,0.961208344,0.961208344,0.144672394,0.144672394,,halimeda_47_grey,0.971412659,0.971412659,0.154876709,0.154876709,,halimeda_47_cov,1.138210297,1.138210297,0.321674347,0.321674347,,halimeda_47_grey,1.158618927,1.158618927,0.342082977,0.342082977
halimeda_50_cov,0.949287415,0.949287415,,halimeda_50_cov,1.42621994,1.42621994,0.476932525,0.476932525,,halimeda_50_grey,1.497459412,1.497459412,0.548171997,0.548171997,,halimeda_50_cov,1.825904846,1.825904846,0.876617431,0.876617431,,halimeda_50_grey,1.641845703,1.641845703,0.692558288,0.692558288
halimeda_52_cov,2.508163452,2.508163452,,halimeda_52_cov,2.265548706,2.265548706,-0.242614746,0.242614746,,halimeda_52_grey,3.738594055,3.738594055,1.230430603,1.230430603,,halimeda_52_cov,4.058933258,4.058933258,1.550769806,1.550769806,,halimeda_52_grey,3.842639923,3.842639923,1.334476471,1.334476471
halimeda_61_cov,0.230789185,0.230789185,,halimeda_61_cov,0.290489197,0.290489197,0.059700012,0.059700012,,halimeda_61_grey,25.21791458,25.21791458,24.9871254,24.9871254,,halimeda_61_cov,20.13463974,20.13463974,19.90385055,19.90385055,,halimeda_61_grey,0.339603424,0.339603424,0.108814239,0.108814239
halimeda_71_cov,1.67131424,1.67131424,,halimeda_71_cov,2.176094055,2.176094055,0.504779815,0.504779815,,halimeda_71_grey,31.50777817,31.50777817,29.83646393,29.83646393,,halimeda_71_cov,19.21930313,19.21930313,17.54798889,17.54798889,,halimeda_71_grey,2.707195282,2.707195282,1.035881042,1.035881042
halimeda_81_cov,9.714508057,9.714508057,,halimeda_81_cov,9.162998199,9.162998199,-0.551509858,0.551509858,,halimeda_81_grey,13.49058151,13.49058151,3.776073453,3.776073453,,halimeda_81_cov,13.2475853,13.2475853,3.53307724,3.53307724,,halimeda_81_grey,12.41598129,12.41598129,2.701473233,2.701473233
halimeda_87_cov,5.821037292,5.821037292,,halimeda_87_cov,7.053470612,7.053470612,1.23243332,1.23243332,,halimeda_87_grey,12.82777786,12.82777786,7.006740568,7.006740568,,halimeda_87_cov,13.18216324,13.18216324,7.361125947,7.361125947,,halimeda_87_grey,11.60764694,11.60764694,5.786609648,5.786609648
halimeda_88_cov,5.631732941,5.631732941,,halimeda_88_cov,7.599067688,7.599067688,1.967334747,1.967334747,,halimeda_88_grey,7.702255249,7.702255249,2.070522308,2.070522308,,halimeda_88_cov,10.91051102,10.91051102,5.278778076,5.278778076,,halimeda_88_grey,10.57081223,10.57081223,4.939079289,4.939079289
halimeda_8_cov,0,0,,halimeda_8_cov,0,0,0,0,,halimeda_8_grey,0.570964813,0.570964813,0.570964813,0.570964813,,halimeda_8_cov,0.149822235,0.149822235,0.149822235,0.149822235,,halimeda_8_grey,0,0,0,0
halimeda_92_cov,14.06488419,14.06488419,,halimeda_92_cov,14.71853256,14.71853256,0.65364837,0.65364837,,halimeda_92_grey,33.38918686,33.38918686,19.32430267,19.32430267,,halimeda_92_cov,30.51919937,30.51919937,16.45431518,16.45431518,,halimeda_92_grey,33.92076492,33.92076492,19.85588073,19.85588073
halimeda_9_cov,0,0,,halimeda_9_cov,0,0,0,0,,halimeda_9_grey,0,0,0,0,,halimeda_9_cov,0,0,0,0,,halimeda_9_grey,0,0,0,0
rsz_PA210097_gt,55.76496124,55.76496124,,rsz_PA210097_cov,16.24126434,16.24126434,-39.5236969,39.5236969,,rsz_PA210097_grey,62.32976913,62.32976913,6.56480789,6.56480789,,rsz_PA210097_cov,57.33032227,57.33032227,1.565361026,1.565361026,,rsz_PA210097_grey,62.01076508,62.01076508,6.24580384,6.24580384
,,,,,,,-22.54437612,22.9815691,,,,,7.399201214,9.973105094,,,,,4.299425541,8.843048354,,,,,1.426639413,5.157311518
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,OD,SS,W_merge,AUC,,,,,,,,,,,,,,,,,
,,,,,,22.9815691,9.973105094,8.843048354,5.157311518,,,,,,,,,,,,,,,,,
