gt all test,,,,od all test,,,,,,SS all test,,,,,,w_merge,,,,,,AUC MERGE,,,,
ID,cov_grid,cov_pix,,ID,cov_grid,cov_pix,diff,abs_diff,,ID,cov_grid,cov_pix,diff,abs_diff,,ID,cov_grid,cov_pix,diff,abs_diff,,ID,cov_grid,cov_pix,diff,abs_diff
P7100016_gt,20.30649185,20.30649185,,P7100016,19,18.30692291,-1.999568937,1.999568937,,P7100016_grey,7.99036026,7.99036026,-12.31613159,12.31613159,,P7100016_cov,11.0528,10.3269577,-9.979534147,9.979534147,,P7100016_grey,7.7296,7.403373718,12.90311813,12.90311813
P7100021_cov,0.220680237,0.220680237,,P7100021,0.2716,0.251674652,0.030994415,0.030994415,,P7100021_grey,0.114440918,0.114440918,-0.106239319,0.106239319,,P7100021_cov,0.2404,0.221252441,0.000572204,0.000572204,,P7100021_grey,0.1972,0.184822083,0.035858154,0.035858154
P7100022_cov,0,0,,P7100022,7.3492,7.321739197,7.321739197,7.321739197,,P7100022_grey,0.145053864,0.145053864,0.145053864,0.145053864,,P7100022_cov,0.9612,0.894927979,0.894927979,0.894927979,,P7100022_grey,0.4176,0.396823883,-0.396823883,0.396823883
P7100032_cov,4.185771942,4.185771942,,P7100032,16.894,16.70513153,12.51935959,12.51935959,,P7100032_grey,5.338096619,5.338096619,1.152324677,1.152324677,,P7100032_cov,5.9568,5.741214752,1.55544281,1.55544281,,P7100032_grey,5.2876,5.183315277,-0.997543335,0.997543335
P7100033_cov,0.070285797,0.070285797,,P7100033,0.6612,0.655555725,0.585269928,0.585269928,,P7100033_grey,8.895206451,8.895206451,8.824920654,8.824920654,,P7100033_cov,6.7112,6.429767609,6.359481812,6.359481812,,P7100033_grey,0.066,0.065803528,0.004482269,0.004482269
P7100034_gt,6.761550903,6.761550903,,P7100034,31.4784,31.07767105,24.31612015,24.31612015,,P7100034_grey,5.606174469,5.606174469,-1.155376434,1.155376434,,P7100034_cov,8.8864,8.444499969,1.682949066,1.682949066,,P7100034_grey,8.4356,8.085918427,-1.324367524,1.324367524
P7100035_cov,2.505683899,2.505683899,,P7100035,17.8884,17.68512726,15.17944336,15.17944336,,P7100035_grey,8.014774323,8.014774323,5.509090424,5.509090424,,P7100035_cov,7.894,7.62386322,5.118179321,5.118179321,,P7100035_grey,2.6684,2.602863312,-0.097179413,0.097179413
P7100040_cov,1.725101471,1.725101471,,P7100040,14.7084,14.60866928,12.88356781,12.88356781,,P7100040_grey,3.424072266,3.424072266,1.698970795,1.698970795,,P7100040_cov,2.7568,2.549362183,0.824260712,0.824260712,,P7100040_grey,1.4564,1.363563538,0.361537933,0.361537933
P7100048_cov,1.192855835,1.192855835,,P7100048,22.4032,22.2032547,21.01039886,21.01039886,,P7100048_grey,3.25012207,3.25012207,2.057266235,2.057266235,,P7100048_cov,3.364,3.214836121,2.021980286,2.021980286,,P7100048_grey,1.6432,1.583766937,-0.390911102,0.390911102
P7100053_cov,1.693630219,1.693630219,,P7100053,2.534,2.414131165,0.720500946,0.720500946,,P7100053_grey,2.527523041,2.527523041,0.833892822,0.833892822,,P7100053_cov,2.986,2.88143158,1.187801361,1.187801361,,P7100053_grey,1.8564,1.782989502,-0.089359283,0.089359283
P7100070_cov,0.765228271,0.765228271,,P7100070,0.8584,0.807666779,0.042438508,0.042438508,,P7100070_grey,3.788566589,3.788566589,3.023338318,3.023338318,,P7100070_cov,2.9776,2.824401855,2.059173584,2.059173584,,P7100070_grey,0.788,0.745773315,0.019454956,0.019454956
P7100072_cov,1.082801819,1.082801819,,P7100072,5.6872,5.633544922,4.550743103,4.550743103,,P7100072_grey,0.888442993,0.888442993,-0.194358826,0.194358826,,P7100072_cov,1.0948,1.037120819,-0.045681,0.045681,,P7100072_grey,0.91,0.873470306,0.209331513,0.209331513
P7100075_cov,3.775119781,3.775119781,,P7100075,11.9848,11.76719666,7.992076874,7.992076874,,P7100075_grey,5.658245087,5.658245087,1.883125306,1.883125306,,P7100075_cov,6.294,6.040000916,2.264881135,2.264881135,,P7100075_grey,6.456,6.304264069,-2.529144288,2.529144288
P7100085_cov,0.573348999,0.573348999,,P7100085,11.5128,11.34500504,10.77165604,10.77165604,,P7100085_grey,6.306171417,6.306171417,5.732822418,5.732822418,,P7100085_cov,3.7948,3.521060944,2.947711945,2.947711945,,P7100085_grey,0.8044,0.796794891,-0.223445892,0.223445892
P7100089_cov,0.316333771,0.316333771,,P7100089,0.5852,0.55065155,0.234317779,0.234317779,,P7100089_grey,5.788326263,5.788326263,5.471992492,5.471992492,,P7100089_cov,2.7876,2.554893494,2.238559723,2.238559723,,P7100089_grey,0.544,0.514698029,-0.198364258,0.198364258
P7120097_cov,1.014709473,1.014709473,,P7120097,4.0544,4.024791718,3.010082245,3.010082245,,P7120097_grey,0.845527649,0.845527649,-0.169181824,0.169181824,,P7120097_cov,1.108,1.060199738,0.045490265,0.045490265,,P7120097_grey,1.1068,1.075458527,-0.060749054,0.060749054
P9290671_gt,62.33730316,62.33730316,,P9290671,46.3268,44.8266983,-17.51060486,17.51060486,,P9290671_grey,71.90322876,71.90322876,9.5659256,9.5659256,,P9290671_cov,65.3708,63.87138367,1.534080507,1.534080507,,P9290671_grey,71.6532,70.79792023,-8.460617067,8.460617067
P9290672_gt,78.38792801,78.38792801,,P9290672,36.6724,35.50405502,-42.88387299,42.88387299,,P9290672_grey,51.48525238,51.48525238,-26.90267563,26.90267563,,P9290672_cov,45.7076,44.18992996,-34.19799805,34.19799805,,P9290672_grey,49.1816,48.42605591,29.9618721,29.9618721
P9290674_gt,63.04588318,63.04588318,,P9290674,53.7624,52.80046463,-10.24541855,10.24541855,,P9290674_grey,69.21691895,69.21691895,6.17103577,6.17103577,,P9290674_cov,64.5092,63.2683754,0.222492217,0.222492217,,P9290674_grey,68.5348,67.92049408,-4.8746109,4.8746109
P9290685_gt,100,100,,P9290685,29.56,28.06329727,-71.93670273,71.93670273,,P9290685_grey,85.55183411,85.55183411,-14.44816589,14.44816589,,P9290685_cov,74.3188,73.04496765,-26.95503235,26.95503235,,P9290685_grey,85.056,84.60092545,15.39907455,15.39907455
P9290717_gt,96.74901962,96.74901962,,P9290717,40.6956,39.22872543,-57.52029419,57.52029419,,P9290717_grey,90.36169052,90.36169052,-6.3873291,6.3873291,,P9290717_cov,84.9808,84.09347534,-12.65554428,12.65554428,,P9290717_grey,90.3016,89.86110687,6.887912747,6.887912747
P9290719_gt,100,100,,P9290719,44.3912,42.93909073,-57.06090927,57.06090927,,P9290719_grey,97.77383804,97.77383804,-2.22616196,2.22616196,,P9290719_cov,93.9012,93.22843552,-6.771564484,6.771564484,,P9290719_grey,97.7684,97.61238098,2.387619019,2.387619019
P9290729_gt,70.84941864,70.84941864,,P9290729,24.7028,23.77128601,-47.07813263,47.07813263,,P9290729_grey,61.21101379,61.21101379,-9.63840485,9.63840485,,P9290729_cov,55.8416,54.96520996,-15.88420868,15.88420868,,P9290729_grey,58.8348,58.4066391,12.44277954,12.44277954
P9290732_gt,42.03767776,42.03767776,,P9290732,10.56,10.05525589,-31.98242187,31.98242187,,P9290732_grey,47.00880051,47.00880051,4.97112275,4.97112275,,P9290732_cov,41.8748,41.16363525,-0.874042506,0.874042506,,P9290732_grey,44.1292,43.78919601,-1.751518254,1.751518254
P9290733_gt,53.3288002,53.3288002,,P9290733,12.7936,12.06712723,-41.26167297,41.26167297,,P9290733_grey,54.22754288,54.22754288,0.89874268,0.89874268,,P9290733_cov,50.8628,50.26369095,-3.065109252,3.065109252,,P9290733_grey,54.2376,54.01325226,-0.684452058,0.684452058
P9290745_gt,76.56478882,76.56478882,,P9290745,20.3764,19.49682236,-57.06796646,57.06796646,,P9290745_grey,61.83338165,61.83338165,-14.73140717,14.73140717,,P9290745_cov,50.7552,49.44906235,-27.11572647,27.11572647,,P9290745_grey,57.4596,56.85997009,19.70481873,19.70481873
P9290746_gt,68.25799942,68.25799942,,P9290746,21.8248,20.96605301,-47.29194641,47.29194641,,P9290746_grey,56.45332336,56.45332336,-11.80467606,11.80467606,,P9290746_cov,47.1456,45.88975906,-22.36824036,22.36824036,,P9290746_grey,55.2472,54.69760895,13.56039047,13.56039047
P9290750_gt,70.04423141,70.04423141,,P9290750,21.806,20.76005936,-49.28417205,49.28417205,,P9290750_grey,66.41864777,66.41864777,-3.62558364,3.62558364,,P9290750_cov,62.6316,62.08982468,-7.954406733,7.954406733,,P9290750_grey,64.4916,64.30025101,5.743980403,5.743980403
P9290755_gt,65.27957916,65.27957916,,P9290755,29.8864,28.61824036,-36.6613388,36.6613388,,P9290755_grey,63.49372864,63.49372864,-1.78585052,1.78585052,,P9290755_cov,55.2812,54.15248871,-11.12709045,11.12709045,,P9290755_grey,61.8816,61.43894196,3.840637204,3.840637204
P9290756_gt,100,100,,P9290756,45.1388,43.43261719,-56.56738281,56.56738281,,P9290756_grey,98.22235107,98.22235107,-1.77764893,1.77764893,,P9290756_cov,94.5812,94.06490326,-5.935096741,5.935096741,,P9290756_grey,98.1868,98.03256989,1.967430115,1.967430115
PA210060_gt,77.76050568,77.76050568,,PA210060,44.2284,42.47150421,-35.28900147,35.28900147,,PA210060_grey,79.29887772,79.29887772,1.53837204,1.53837204,,PA210060_cov,77.3324,76.27725601,-1.483249668,1.483249668,,PA210060_grey,79.694,79.21209335,-1.451587673,1.451587673
PA210086_gt,45.23324966,45.23324966,,PA210086,46.9676,45.74327469,0.510025029,0.510025029,,PA210086_grey,67.56639481,67.56639481,22.33314515,22.33314515,,PA210086_cov,63.2032,62.01763153,16.78438187,16.78438187,,PA210086_grey,65.1836,64.54668045,-19.31343079,19.31343079
PA210087_gt,64.25600052,64.25600052,,PA210087,44.8716,43.70260239,-20.55339813,20.55339813,,PA210087_grey,67.15259552,67.15259552,2.896595,2.896595,,PA210087_cov,63.7088,62.69006729,-1.565933229,1.565933229,,PA210087_grey,63.6964,63.13962936,1.116371156,1.116371156
PA210131_gt,54.04510498,54.04510498,,PA210131,39.0916,37.50047684,-16.54462814,16.54462814,,PA210131_grey,54.36563492,54.36563492,0.32052994,0.32052994,,PA210131_cov,52.46,51.0969162,-2.948188781,2.948188781,,PA210131_grey,54.7592,54.01964188,0.025463104,0.025463104
PA210144_gt,24.7759819,24.7759819,,PA210144,32.3332,31.30426407,6.528282169,6.528282169,,PA210144_grey,27.53133774,27.53133774,2.75535584,2.75535584,,PA210144_cov,25.8316,24.60441589,-0.171566006,0.171566006,,PA210144_grey,21.248,20.6902504,4.085731503,4.085731503
PA210186_gt,78.76558304,78.76558304,,PA210186,55.3912,53.82890701,-24.93667603,24.93667603,,PA210186_grey,80.98049164,80.98049164,2.2149086,2.2149086,,PA210186_cov,78.6076,77.57081985,-1.194763185,1.194763185,,PA210186_grey,81.0888,80.61876297,-1.85317993,1.85317993
PA210191_gt,79.03423309,79.03423309,,PA210191,52.2824,51.11265182,-27.92158127,27.92158127,,PA210191_grey,72.77555466,72.77555466,-6.25867843,6.25867843,,PA210191_cov,71.8844,70.72496414,-8.309268948,8.309268948,,PA210191_grey,73.162,72.55592346,6.478309628,6.478309628
PA210193_gt,68.33715439,68.33715439,,PA210193,47.2152,46.10261917,-22.23453522,22.23453522,,PA210193_grey,69.33507919,69.33507919,0.9979248,0.9979248,,PA210193_cov,67.4952,66.45421982,-1.882934572,1.882934572,,PA210193_grey,69.618,69.06204224,-0.724887846,0.724887846
PA210194_gt,49.71141815,49.71141815,,PA210194,41.878,40.80257416,-8.908843992,8.908843992,,PA210194_grey,56.30884171,56.30884171,6.59742356,6.59742356,,PA210194_cov,52.8508,51.68371201,1.972293856,1.972293856,,PA210194_grey,56.5036,55.83600998,-6.124591829,6.124591829
PA210272_gt,77.80046463,77.80046463,,PA210272,52.8196,51.78518295,-26.01528168,26.01528168,,PA210272_grey,64.15319443,64.15319443,-13.6472702,13.6472702,,PA210272_cov,58.7216,57.43217468,-20.36828995,20.36828995,,PA210272_grey,62.1368,61.46593094,16.33453369,16.33453369
background_h_49_gt,0,0,,background_h_49,4.2528,4.204940796,4.204940796,4.204940796,,background_h_49_grey,0.742721558,0.742721558,0.742721558,0.742721558,,background_h_49_cov,0.6388,0.618743896,0.618743896,0.618743896,,background_h_49_grey,0,0,0,0
background_h_55_gt,0,0,,background_h_55,0.1824,0.185966492,0.185966492,0.185966492,,background_h_55_grey,11.34538651,11.34538651,11.34538651,11.34538651,,background_h_55_cov,8.1832,7.823371887,7.823371887,7.823371887,,background_h_55_grey,0,0,0,0
bckgrnd_30546_gt,0,0,,bckgrnd_30546,1.2296,1.189231873,1.189231873,1.189231873,,bckgrnd_30546_grey,5.614376068,5.614376068,5.614376068,5.614376068,,bckgrnd_30546_cov,4.0352,3.757953644,3.757953644,3.757953644,,bckgrnd_30546_grey,0,0,0,0
bio_P9172058_gt,61.03134155,61.03134155,,bio_P9172058,54.6324,54.27207947,-6.759262082,6.759262082,,bio_P9172058_grey,56.68878555,56.68878555,-4.342556,4.342556,,bio_P9172058_cov,55.9752,55.02185822,-6.009483335,6.009483335,,bio_P9172058_grey,57.2728,56.67695999,4.354381559,4.354381559
hali_web_3_gt,54.53367233,54.53367233,,hali_web_3,80.0084,79.66156006,25.12788773,25.12788773,,hali_web_3_grey,65.10858536,65.10858536,10.57491303,10.57491303,,hali_web_3_cov,64.2352,63.14401627,8.610343936,8.610343936,,hali_web_3_grey,65.3344,64.64338303,-10.1097107,10.1097107
halimeda_103_cov,3.481292725,3.481292725,,halimeda_103,14.4532,14.18533325,10.70404053,10.70404053,,halimeda_103_grey,20.22733688,20.22733688,16.74604416,16.74604416,,halimeda_103_cov,13.7292,12.63132095,9.150028228,9.150028228,,halimeda_103_grey,2.7888,2.66828537,0.813007355,0.813007355
halimeda_104_cov,4.923534393,4.923534393,,halimeda_104,15.3876,15.13824463,10.21471024,10.21471024,,halimeda_104_grey,27.42261887,27.42261887,22.49908448,22.49908448,,halimeda_104_cov,22.0148,21.02870941,16.10517502,16.10517502,,halimeda_104_grey,12.4704,12.19434738,-7.270812989,7.270812989
halimeda_107_cov,5.638027191,5.638027191,,halimeda_107,29.124,28.8526535,23.21462631,23.21462631,,halimeda_107_grey,7.02419281,7.02419281,1.386165619,1.386165619,,halimeda_107_cov,8.8808,8.53395462,2.895927429,2.895927429,,halimeda_107_grey,8.1876,7.963275909,-2.325248718,2.325248718
